onet_code,Title,Job Family,pc1,pc2,xi,chi,xi_unw,chi_unw,x_w,y_w,x_unw,y_unw,shift_xy,shift_chi,chi_wm,r,rt,rle_mean,sector,zone,sector_zone,n_core,n_supp,tightness,z,n_tasks,z_p,z_subset,z_units,tight_med,tight_std
31-9011.00,Massage Therapists,Healthcare Support,-0.093394995,-0.041771606,5.984398636060653,0.22554481214756203,3.5603472176583355,0.22267636648040448,-0.207430078812476,-0.08856198219625058,-0.20343625364347834,-0.09054531955005601,0.004459177787386266,0.0028684456671574654,0.355347386059827,0.22554481214756195,1223.07,3.3846615338466157,34,Z1,34-Z1,13,1,0.2704293123087202,0.3776974080423962,14,0.8,all,chi,0.25168722155520207,0.12523937916792793
31-9091.00,Dental Assistants,Healthcare Support,0.026618984,-0.094868965,4.5854182177233,0.2116400833954309,4.985829957265045,0.21400822731758376,0.048600262974779096,-0.20598431818565036,0.057792100942580436,-0.20605726007170239,0.009192127378635215,-0.002368143922152899,0.3331808471366105,0.21164008339543086,1241.2,3.0502999999999996,26,Z1,26-Z1,14,2,0.26411207644598156,0.3596649007490087,16,0.8,all,chi,0.3043186674769878,0.10173148854848583
31-9092.00,Medical Assistants,Healthcare Support,-0.022886887,-0.11903548,5.025231649283043,0.27704463915510724,4.521909464879224,0.2638746311830665,-0.05724031237887557,-0.2710669266497709,-0.04995932046082773,-0.2591020788822268,0.014006085299296967,0.013170007972040654,0.3906271696145406,0.27704463915510713,1672.41,3.4917,28,Z1,28-Z1,19,1,0.279798206165018,0.35233062755573624,20,0.8,all,chi,0.26246242104866785,0.11552530271693716
31-9093.00,Medical Equipment Preparers,Healthcare Support,0.10053256,-0.010386399,3.3616385205192376,0.2159948425401889,6.180606700969876,0.21948587681296705,0.21456039269800015,-0.02485175827262401,0.21833213316955702,-0.022475091679185058,0.004458090429898071,-0.003491034272778193,0.38173424770389197,0.21599484254018886,982.5,3.225,19,Z1,19-Z1,11,4,0.2953811767782532,0.4727849496574651,15,0.8,all,chi,0.2451037111412529,0.1916924602752778
31-9094.00,Medical Transcriptionists,Healthcare Support,-0.07476219,-0.036769263,5.988715445130759,0.17850328606951632,3.6007185920310296,0.18056345258652381,-0.16446775195660016,-0.06938142189345653,-0.16186433631534933,-0.08001935415358782,0.010951866314571757,-0.0020601665170075223,0.2960322295858959,0.1785032860695163,1119.19,3.3838,34,Z1,34-Z1,13,2,0.26962272022974737,0.432141816853192,15,0.8,all,chi,0.2164341394940891,0.15637999394339813
31-9095.00,Pharmacy Aides,Healthcare Support,0.06652347,-0.21104074,4.51073841459845,0.48617408037309695,5.018111208542912,0.48214608186314917,0.14663636689982512,-0.4635331836331098,0.14511728813423655,-0.4597888830110527,0.004040716204387451,0.004027998509947672,0.533797081970349,0.48617408037309684,716.01,2.1429,25,Z2,25-Z2,8,6,0.22412427836278262,0.2716030326150814,14,0.8,all,chi,0.22723033725787492,0.07440455899718064
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Healthcare Support,-0.00839707,-0.08888697,4.918034925284758,0.19172987447778592,4.617961719250472,0.19410017821852912,-0.01931514728121275,-0.19075447531518785,-0.018301122879255814,-0.19323547315599987,0.0026802230828567248,-0.002370303740743207,0.31368512745503063,0.19172987447778592,2268.09,2.1497149714971497,28,Z1,28-Z1,26,2,0.25766855049948806,0.34670201733967215,28,0.8,all,chi,0.24254781119176638,0.13865949638151495
31-9097.00,Phlebotomists,Healthcare Support,-0.011028265,0.030313902,1.400196791460164,0.062461386151888794,1.922600901151537,0.07001134790242,-0.016981205436385767,0.06010876327077963,-0.024125379529728725,0.06572332080517719,0.009086389810208073,-0.007549961750531221,0.21497977944995506,0.06246138615188878,1530.51,3.091190880911909,8,Z1,08-Z1,17,6,0.23354270607672167,0.3665668138366502,23,0.8,all,chi,0.20523604423814293,0.12671552518669355
31-9099.01,Speech-Language Pathology Assistants,Healthcare Support,-0.121321306,-0.03395747,6.097625693669274,0.27420662042650445,3.4139360766971594,0.27358112741676166,-0.26273383591542654,-0.07848695529125042,-0.26349779868678674,-0.07359037549737048,0.004955818075137316,0.0006254930097426836,0.37860649190859774,0.27420662042650434,760.02,5.6601,34,Z1,34-Z1,8,3,0.32572588078119036,0.51944744680678,11,0.8,all,chi,0.1967094756243118,0.2534331466103701
31-9099.02,Endoscopy Technicians,Healthcare Support,0.032854885,-0.016118346,3.7088667120224548,0.07618612929298221,5.832761317588972,0.07946296506336106,0.06818061594634427,-0.03399602779478956,0.07153753557647165,-0.03459398531979215,0.0034097599042809124,-0.0032768357703788775,0.31058486074735236,0.07618612929298219,1126.6100000000001,2.7308269173082693,21,Z1,21-Z1,12,0,0.2984501408055834,0.4139166052330846,12,0.8,all,chi,0.2945104758098731,0.14527178493018156
33-1011.00,First-Line Supervisors of Correctional Officers,Protective Service,-0.08404317,-0.09236196,5.559329859696068,0.27747702269902946,3.9736729641128212,0.2713899349370032,-0.1875512963748182,-0.20449452157464457,-0.18273747474595634,-0.2006477313815977,0.006162034847663553,0.006087087762026211,0.3571241200079695,0.2774770226990294,2151.12,3.211221122112211,31,Z1,31-Z1,23,0,0.21628970741586875,0.30564973132869766,23,0.8,all,chi,0.16100256213251615,0.12440576577882821
33-1012.00,First-Line Supervisors of Police and Detectives,Protective Service,-0.12396005,-0.08581795,5.787553484654881,0.32925109555190846,3.747103211066753,0.328069869271002,-0.27167475740255526,-0.1860083603292999,-0.2697428536716159,-0.18673144356691934,0.002062789711566279,0.001181226280906389,0.3967013743959693,0.3292510955519084,1467.05,3.2870000000000004,33,Z1,33-Z1,17,3,0.2339565220995583,0.35137776154759726,20,0.8,all,chi,0.25020687642675365,0.1109222198097651
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Protective Service,-0.03464953,-0.009646947,6.004308382260929,0.07625151526011253,3.4112035486066974,0.0783734980441848,-0.07070951545290576,-0.028538710620461684,-0.07554222485663374,-0.020875283456557578,0.009059977708435283,-0.0021219827840722877,0.30728500341182097,0.0762515152601125,2018.15,3.6868,34,Z1,34-Z1,23,2,0.32156541589174703,0.4183487357655153,25,0.8,all,chi,0.32370437012066217,0.1318299600236619
33-1091.00,First-Line Supervisors of Security Workers,Protective Service,-0.056619205,-0.05069422,5.700473441488476,0.16986280223448863,3.8697978105089,0.16495315208680086,-0.13128182018926787,-0.10778893853613054,-0.12311610520031072,-0.10978145118223424,0.008405296421052784,0.0049096501476877386,0.30864880238736775,0.1698628022344886,1717.17,3.921807819218078,32,Z1,32-Z1,19,2,0.26409352296274313,0.3881937515517347,21,0.8,all,chi,0.2519810376129873,0.15019032860087958
33-2011.00,Firefighters,Protective Service,0.048859023,-0.0041411812,3.3474587714197988,0.10936108118212666,6.199773127590114,0.10652015068078789,0.1088022935138149,-0.0110411504589586,0.10614980362413944,-0.008874778398044172,0.0034247438621218362,0.00284093050133874,0.28675258633433665,0.10936108118212663,2581.51,3.0200020002000203,19,Z1,19-Z1,27,0,0.2651656487279463,0.3560588613410032,27,0.8,all,chi,0.24364939162373256,0.1306765665770201
33-2021.00,Fire Inspectors and Investigators,Protective Service,-0.062359557,0.10737743,1.1603665637865974,0.2704284178786552,2.096595039310473,0.27004385494008193,-0.13323379573564667,0.23533016141205637,-0.13553608821275034,0.23356723311048053,0.002899735651162923,0.00038456293857319634,0.38782150242600333,0.2704284178786551,2008.81,3.3274327432743274,6,Z1,06-Z1,22,8,0.2953784110634607,0.4410909444066884,30,0.8,all,chi,0.251798798221421,0.1633872961965283
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Protective Service,0.00020630285,0.016869841,1.7865789066036517,0.033832497727303804,1.552500022580914,0.03638347053669948,0.0037493572128622296,0.033624101816381285,0.0006656459058282296,0.03637738093682574,0.004133983713103469,-0.002550972809395674,0.258184762652541,0.033832497727303804,1499.98,3.9377999999999997,10,Z1,10-Z1,16,0,0.2516998016717059,0.3152183249013834,16,0.8,all,chi,0.2349349318111072,0.09110957742560727
33-3011.00,Bailiffs,Protective Service,-0.0344889,-0.15653263,5.043916616532012,0.3557215870955021,4.495049663502318,0.34838083661037883,-0.07998581620586408,-0.346612343593855,-0.07512216101415971,-0.3401850499976596,0.008060102033813691,0.007340750485123226,0.37616477367192713,0.35572158709550206,1079.49,3.14961496149615,28,Z2,28-Z2,13,2,0.12848390870142806,0.19761889362775958,15,0.8,all,chi,0.09692325612737206,0.10081023611005034
33-3012.00,Correctional Officers and Jailers,Protective Service,-0.038961355,-0.14153221,5.10646851928876,0.3150927838385995,4.443110320125806,0.3196036107541875,-0.08990406913504,-0.3019945707792117,-0.08502611768063566,-0.30808607128410215,0.007803895744601271,-0.004510826915588018,0.38697730008123804,0.31509278383859946,1866.91,2.2271,29,Z1,29-Z1,21,6,0.25227720000841836,0.3780365836414406,27,0.8,all,chi,0.22224386807529867,0.1353671035535271
33-3021.00,Detectives and Criminal Investigators,Protective Service,-0.08488674,0.02269591,0.3688808925776875,0.1957047900328757,2.879644129792174,0.19094830251856892,-0.18891684846009593,0.051095882512361954,-0.18443452437890542,0.049448563698553036,0.0047754464129701165,0.004756487514306712,0.30240206335299774,0.19570479003287564,2816.14,3.5527447255274476,2,Z1,02-Z1,30,0,0.24624558140590586,0.34814643728939326,30,0.8,all,chi,0.25777228703789123,0.12711347404229012
33-3021.02,Police Identification and Records Officers,Protective Service,-0.04088131,0.020064725,0.541180875483463,0.1059664560565031,2.6861255654059275,0.09972593024197987,-0.09603306187520874,0.044794428627309466,-0.08955943635633516,0.04386762498886608,0.006539632431784154,0.006240525814523182,0.248687822037935,0.10596645605650305,1201.45,3.9006,3,Z1,03-Z1,14,2,0.24638006010953023,0.27817412006271547,16,0.8,all,chi,0.23333097004531878,0.12340061069450728
33-3021.06,Intelligence Analysts,Protective Service,-0.13035178,0.13520995,0.8964302385947552,0.4083426689457414,2.3379869844505383,0.40865734372851553,-0.28691743474552067,0.29055485010713755,-0.28365545259910824,0.294177512386724,0.004874854819935878,-0.0003146747827742491,0.4340974237087221,0.4083426689457413,1378.25,6.173782621737826,5,Z2,05-Z2,15,6,0.17677616324692128,0.23195974518010612,21,0.8,all,chi,0.14502613378833096,0.12686464846232748
33-3031.00,Fish and Game Wardens,Protective Service,-0.12100506,0.024432419,0.2921955276951603,0.2631151090288792,2.942072534574008,0.2685469080257241,-0.2585054253446509,0.04903575906071082,-0.2632194214595663,0.05322572664293036,0.006306947574816856,-0.005431798996844983,0.38831728820181005,0.26311510902887913,1847.94,5.3498650134986505,1,Z1,01-Z1,20,4,0.31392052316323676,0.43298950935446484,24,0.8,all,chi,0.2879683385710864,0.13926784251504662
33-3041.00,Parking Enforcement Workers,Protective Service,0.01873778,-0.10437083,4.607214240153927,0.2303146405980847,4.889913374456572,0.23029334790546416,0.047990652656898086,-0.22525925270982738,0.04066828945693137,-0.2266740309831596,0.007457787902248206,2.129269262052258e-05,0.30235186918388046,0.23031464059808468,1439.28,2.0733073307330736,26,Z1,26-Z1,16,6,0.2223508400039156,0.3125980250100836,22,0.8,all,chi,0.21657153298096943,0.09734171677618676
33-3051.00,Police and Sheriff's Patrol Officers,Protective Service,-0.08357411,-0.046372604,5.937882599546909,0.20450384437272412,3.647611398200807,0.20740626715816932,-0.18414169088002932,-0.08895875472974579,-0.18141435106035772,-0.1005295622483018,0.011887891702208535,-0.0029024227854452522,0.3064609086371072,0.20450384437272406,2561.44,3.281071892810719,34,Z1,34-Z1,28,2,0.24466407666818168,0.31141971213479386,30,0.8,all,chi,0.23054160802101137,0.10989568145969451
33-3051.04,Customs and Border Protection Officers,Protective Service,-0.048465006,0.0136104645,0.3173702104893457,0.1072607312395983,2.8697066921975134,0.10960693405782551,-0.10484498631289588,0.022636106359133573,-0.10558064801073885,0.0294347882477346,0.006838367755251602,-0.0023462028182272415,0.24067528678286773,0.10726073123959827,893.19,3.8002800280028,1,Z1,01-Z1,10,1,0.22810539623052561,0.2447186959998958,11,0.8,all,chi,0.2171113609548858,0.0829731867447287
33-3052.00,Transit and Railroad Police,Protective Service,-0.05286581,0.010071402,0.34700606637936443,0.11026760281661288,2.9515018728300113,0.11734994296496831,-0.10704726222323094,0.026454260175501454,-0.11523612857162316,0.022173041868576597,0.009240474136286465,-0.007082340148355459,0.2571230986835266,0.11026760281661285,853.87,4.3376662333766625,1,Z1,01-Z1,10,2,0.2510610880294147,0.39779617413449136,12,0.8,all,chi,0.22275278224319855,0.13469033585602835
33-9011.00,Animal Control Workers,Protective Service,-0.08017557,-0.07597832,5.647349614579397,0.2378875328321303,3.9001428618614065,0.2401365398922668,-0.17558116576202842,-0.1605046183341929,-0.17429927519910604,-0.16518268812589454,0.004850523723407688,-0.0022490070601365597,0.356717017212297,0.23788753283213024,1433.98,2.6925,32,Z1,32-Z1,15,1,0.2635672184687371,0.39512106401004965,16,0.8,all,chi,0.2474507243296769,0.1233008869195177
33-9021.00,Private Detectives and Investigators,Protective Service,-0.11537895,0.07169024,0.6728891660691868,0.30312391667258337,2.5865788334958153,0.294820698279424,-0.2555015420726166,0.16310447834882436,-0.2505660942404116,0.1553572545814077,0.009185756441733181,0.008303218393159284,0.3271862988951787,0.30312391667258326,824.25,4.507050705070507,3,Z1,03-Z1,10,4,0.18379338408245202,0.2687742209516978,14,0.8,all,chi,0.14499131322999614,0.12485343472179933
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Protective Service,-0.07946669,0.04338481,0.6330067074366836,0.1958862191725604,2.642546132093712,0.19635604332444395,-0.16918274236328756,0.09873505227708049,-0.1724083198569528,0.09397375694380626,0.00575102455379027,-0.0004698241518835966,0.2947773041471786,0.19588621917256036,758.76,2.2437000000000005,3,Z1,03-Z1,8,0,0.21803484086676456,0.2564669950614074,8,0.8,all,chi,0.22723472381027265,0.09144229455334828
33-9032.00,Security Guards,Protective Service,0.01263218,-0.08044075,4.709271538990894,0.18556376848678596,4.869617365998744,0.1765260242538621,0.019974414657694246,-0.184485595465066,0.02764068933938857,-0.1743485862624602,0.01270947375263437,0.009037744232923833,0.3173648356269364,0.18556376848678593,1164.21,2.463,26,Z1,26-Z1,13,1,0.26215742042648044,0.3586048035671498,14,0.8,all,chi,0.22837555362838546,0.16475882197236394
33-9091.00,Crossing Guards and Flaggers,Protective Service,-0.019506406,-0.09276559,5.103824345366402,0.2197898869746651,4.502640934395231,0.20618191699191782,-0.062154480676357864,-0.21081844072136643,-0.04292985329960861,-0.2016631116246503,0.021293340476403265,0.013607969982747242,0.3352957700731015,0.21978988697466506,621.76,1.9733999999999998,29,Z1,29-Z1,7,5,0.2516261447886516,0.3553804834995605,12,0.8,all,chi,0.20420362480107207,0.08924511367651104
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Protective Service,-0.038152598,-0.0156048,5.941460517421474,0.09654418902818764,3.5317115991985815,0.08903810311840403,-0.08708112643034394,-0.0416852234578738,-0.08234812120599846,-0.03386105049707903,0.009144343660105607,0.007506085909783564,0.22000616675899892,0.0965441890281876,929.21,2.4134,34,Z1,34-Z1,10,5,0.24313780722198786,0.33864955393004137,15,0.8,all,chi,0.21388969981561848,0.16366824353926174
33-9093.00,Transportation Security Screeners,Protective Service,0.031826112,-0.03969592,4.142254508972358,0.10750354805748853,5.387622992865449,0.11003594531100301,0.06716758047344083,-0.08393764934933898,0.06878126812129072,-0.08588973405543389,0.002532710509433117,-0.0025323972535145206,0.2313636030764871,0.10750354805748849,2081.07,2.1852,23,Z1,23-Z1,24,2,0.2043148101994915,0.2857798663343912,26,0.8,all,chi,0.1980885109738061,0.10956821504187901
33-9099.02,Retail Loss Prevention Specialists,Protective Service,-0.09029638,0.04650032,0.5955156842040997,0.2228182631312406,2.665599136757383,0.22106477111522885,-0.19651777107900767,0.10501782722453118,-0.19649074898965008,0.10129668597597279,0.0037212393614273146,0.0017534920160116874,0.3632518473735744,0.22281826313124053,1897.03,2.7543,3,Z1,03-Z1,20,1,0.2938305277774835,0.38214842121884723,21,0.8,all,chi,0.2877669958967814,0.11291022951136946
35-1011.00,Chefs and Head Cooks,Food Preparation and Serving Related,-0.028951645,-0.03917105,5.45609021641984,0.10380204843261993,4.075156329145431,0.10557068975407632,-0.06190414820419062,-0.0833231162038577,-0.06281176053898523,-0.08485194914169394,0.0017779455284356496,-0.0017686413214564045,0.2948611692271512,0.10380204843261992,2054.17,4.291600000000001,31,Z1,31-Z1,21,0,0.26565152527600744,0.3373386433169638,21,0.8,all,chi,0.2504313949854538,0.1398065432369476
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Food Preparation and Serving Related,-0.034211423,-0.08415742,5.181222286773293,0.20272836572195443,4.325855427243448,0.19774400078144555,-0.07219328271761351,-0.18943843379512307,-0.07454553128310636,-0.1831547258761612,0.006709549800447671,0.004984364940508856,0.3914305204568693,0.2027283657219544,1194.87,1.7755999999999998,29,Z1,29-Z1,14,12,0.33365816479396165,0.4228511410719033,26,0.8,all,chi,0.3107559291826198,0.1557148510901898
35-2011.00,"Cooks, Fast Food",Food Preparation and Serving Related,0.10196066,-0.15556528,4.239087536694209,0.40447056778168977,5.292013498897031,0.4049728239168625,0.2209942313438877,-0.3387594868256337,0.22180759327283847,-0.3388279499653315,0.0008162382182695081,-0.0005022561351727961,0.444443856012598,0.4044705677816897,1807.85,1.5798,24,Z2,24-Z2,19,0,0.20516943628921364,0.26350377916709306,19,0.8,all,chi,0.19259342989463302,0.10386085962277931
35-2012.00,"Cooks, Institution and Cafeteria",Food Preparation and Serving Related,0.057182163,-0.12215396,4.3494049465411075,0.28767124338063205,5.149473742340273,0.2933101524249618,0.1296965673639697,-0.2567752805122838,0.1241582146193987,-0.2657359276764767,0.010534066105946689,-0.005638909044329843,0.36965447558601655,0.28767124338063194,1025.15,2.5132999999999996,24,Z1,24-Z1,12,5,0.28751897533696974,0.3649211248198639,17,0.8,all,chi,0.3192826799606505,0.10737001200976208
35-2013.00,"Cooks, Private Household",Food Preparation and Serving Related,-0.030511593,-0.15151362,5.012452167134411,0.32995894659177205,4.5142425997396876,0.33606742089021185,-0.06404178394556703,-0.3236843467716985,-0.06615565153012612,-0.3294916404924764,0.006180056352852814,-0.006108474298439859,0.38022020181253086,0.329958946591772,1168.3,2.654,28,Z1,28-Z1,12,1,0.20042030239407121,0.32103239295479913,13,0.8,all,chi,0.1930931390292863,0.09970989926473552
35-2014.00,"Cooks, Restaurant",Food Preparation and Serving Related,0.07806254,-0.093399726,4.098048924126633,0.25954062467468203,5.408002870836904,0.2643422859222127,0.17095622594926857,-0.1952826276597761,0.16940555665975918,-0.20292511303280822,0.007798215047203899,-0.004801661247530731,0.3520304467846588,0.259540624674682,1285.84,2.137513751375138,23,Z1,23-Z1,14,6,0.26655437461552,0.41604741534743195,20,0.8,all,chi,0.2405592173465034,0.1648798833095512
35-2015.00,"Cooks, Short Order",Food Preparation and Serving Related,0.10158903,-0.20625606,4.346819668107401,0.5001223439535974,5.16997020620238,0.5008899972292371,0.226633473633294,-0.4458246600969348,0.22128291338704814,-0.44936028036225606,0.00641319776782668,-0.000767653275639657,0.5153792206991981,0.5001223439535974,714.84,2.19028097190281,24,Z2,24-Z2,8,3,0.13748496180895253,0.1873088475919872,11,0.8,all,chi,0.1520714867393188,0.06684928605203867
35-2021.00,Food Preparation Workers,Food Preparation and Serving Related,0.10477688,-0.17163867,4.263191512607115,0.436635563259706,5.260236802549233,0.4379200029784325,0.22968526517865384,-0.3713425562239427,0.22809117458286013,-0.37382929939484616,0.002953813877960662,-0.0012844397187266043,0.46855767465908627,0.43663556325970587,2117.1,2.8069999999999995,24,Z2,24-Z2,24,7,0.2245080884573886,0.3346275379687719,31,0.8,all,chi,0.212832503866151,0.10674888933147691
35-3011.00,Bartenders,Food Preparation and Serving Related,0.049317714,-0.16867977,4.528204908783888,0.3856717543064978,4.9977238269144575,0.38245586545916366,0.10988352791859472,-0.3696867760172319,0.10765320846331435,-0.366992201186445,0.0034978648331964388,0.003215888847334092,0.4265479773244231,0.38567175430649775,1506.51,2.0281000000000002,25,Z2,25-Z2,16,4,0.2120986134417988,0.27558897613641414,20,0.8,all,chi,0.20554864154131955,0.08202100476269
35-3023.00,Fast Food and Counter Workers,Food Preparation and Serving Related,0.08272927,-0.22587335,4.47538913211842,0.5218919286525854,5.063537337605105,0.5242473999839787,0.1748966973609898,-0.49171366713254316,0.18032868961369822,-0.4922569451944465,0.005459092496562923,-0.002355471331393466,0.5470386418053954,0.5218919286525853,1433.57,1.808119188081192,25,Z2,25-Z2,17,10,0.16265449676454155,0.24204031387796066,27,0.8,all,chi,0.1294962996543262,0.11342502194333624
35-3023.01,Baristas,Food Preparation and Serving Related,0.078924134,-0.17074946,4.404706405362016,0.40996404657252344,5.145457408127143,0.4096149750358035,0.164323352434877,-0.3755906752392574,0.1718981730555496,-0.3718002768607714,0.008470243638939567,0.00034907153671981384,0.4793152106838082,0.40996404657252333,1754.76,1.8203,25,Z2,25-Z2,19,0,0.231012639865536,0.27926582747373435,19,0.8,all,chi,0.19526509472716527,0.15427869874969008
35-3031.00,Waiters and Waitresses,Food Preparation and Serving Related,0.021106057,-0.22089086,4.723006735791738,0.4866219585387662,4.807774178497702,0.4835772670099852,0.045731109171736506,-0.48446836448423264,0.04605620008250691,-0.4813790602039173,0.003106362026010526,0.0030446915287808962,0.5244881916177675,0.4866219585387661,2015.64,1.8025,27,Z2,27-Z2,22,3,0.23471708585553716,0.3250932146641902,25,0.8,all,chi,0.2371388799449054,0.1061035202050261
35-3041.00,"Food Servers, Nonrestaurant",Food Preparation and Serving Related,0.056958027,-0.18914427,4.495099309048073,0.43616946731410106,5.005417876926518,0.43052496669561824,0.13804161424512812,-0.4137490990366817,0.12435857050859049,-0.41217313460404365,0.013773501725739242,0.005644500618482762,0.48366860986298055,0.436169467314101,1183.01,2.8868,25,Z2,25-Z2,13,1,0.271243749880612,0.3457120720185184,14,0.8,all,chi,0.28688115917373647,0.11001856042443976
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Food Preparation and Serving Related,0.10345732,-0.25950256,4.4306704047013685,0.6049765226164864,5.0916881949334,0.6093056132614947,0.22801827571010358,-0.5603608291621812,0.22560733578116998,-0.5659988166009612,0.006131845864074458,-0.004329090645008304,0.6214164936510256,0.6049765226164864,1433.99,1.8326999999999998,25,Z2,25-Z2,16,7,0.1630623943572032,0.2474529875049383,23,0.8,all,chi,0.1442023128088767,0.08846987343127766
35-9021.00,Dishwashers,Food Preparation and Serving Related,0.15320057,-0.19749197,4.149564934735299,0.5367472856310241,5.371976230475351,0.5448417104491063,0.3322838909806055,-0.42152706250851935,0.3338739497718878,-0.4305585617646301,0.009170401614589348,-0.008094424818082313,0.5552716142880825,0.536747285631024,868.06,1.5809,23,Z2,23-Z2,10,3,0.1557598194196591,0.2412194044890662,13,0.8,all,chi,0.14471997124818808,0.08092846531033424
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Food Preparation and Serving Related,-0.054255363,-0.22936076,5.0520020700956,0.5164656719048936,4.4799800314005225,0.5135600640144056,-0.12019502930022632,-0.5022847252183674,-0.11828437234417918,-0.4997526854451348,0.0031720396304149917,0.0029056078904879934,0.5315150147764132,0.5164656719048936,1147.03,2.4189999999999996,28,Z2,28-Z2,13,7,0.20429544543561975,0.3027668507343539,20,0.8,all,chi,0.19133226118445582,0.10445494744717977
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Building and Grounds Cleaning and Maintenance,-0.042034723,-0.07140743,5.362394789005947,0.17298316540747713,4.179978191356139,0.18004143723190966,-0.08971790894333276,-0.14789818230534962,-0.09139117890449434,-0.1551211511657207,0.007414250570409388,-0.007058271824432555,0.3702818591883476,0.1729831654074771,1932.93,3.3544,30,Z1,30-Z1,23,3,0.303054931137911,0.4286455946471985,26,0.8,all,chi,0.25765887397125176,0.16621620143685956
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Building and Grounds Cleaning and Maintenance,-0.003958875,-0.0254463,4.9474447550572815,0.05673698446185466,4.558684435918121,0.05613672077004319,-0.007373191725080647,-0.05625585702493508,-0.008594534481872598,-0.055474907803922495,0.001449675762151085,0.000600263691811459,0.30908275832024423,0.05673698446185465,2517.55,4.441044104410441,28,Z1,28-Z1,27,1,0.3005508852272164,0.39047336759184287,28,0.8,all,chi,0.2754225654722496,0.11147960100327536
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Building and Grounds Cleaning and Maintenance,0.14832531,-0.11569435,3.926502927679597,0.4070474415616439,5.619964216576044,0.40948150843222436,0.3164636849461994,-0.2560046011151996,0.32267684679448866,-0.25210069077790315,0.0073378400142471946,-0.0024340668705805646,0.43454398993578947,0.4070474415616438,1015.33,2.8640999999999996,22,Z2,22-Z2,12,9,0.20783314422193394,0.3439515627247664,21,0.8,all,chi,0.18151545296523877,0.10896217148176525
37-2012.00,Maids and Housekeeping Cleaners,Building and Grounds Cleaning and Maintenance,0.11707667,-0.20096964,4.294109380384043,0.5101572775177272,5.2399491966599205,0.5067641265357941,0.2548197504375969,-0.4419585303976155,0.25511863043507843,-0.43786340832332193,0.004106014376041697,0.0033931509819330463,0.5275356246700023,0.5101572775177271,777.71,2.4002999999999997,24,Z2,24-Z2,9,11,0.18448059755099017,0.26550574753774947,20,0.8,all,chi,0.1714485033457311,0.09423180450604765
37-2021.00,Pest Control Workers,Building and Grounds Cleaning and Maintenance,0.041220967,0.03746963,2.4199643914602884,0.1075982729291877,0.7418242540424044,0.12106508112375215,0.07290387730246584,0.0791354093412738,0.08925368846996594,0.08179567813770455,0.016564822826766794,-0.013466808194564486,0.3101386020694867,0.10759827292918767,759.84,2.1111,13,Z1,13-Z1,9,4,0.30335284389996225,0.420214776655865,13,0.8,all,chi,0.31139162009540633,0.11867664678451956
37-3011.00,Landscaping and Groundskeeping Workers,Building and Grounds Cleaning and Maintenance,0.1267951,-0.087628655,3.8498377649904008,0.33785539488256133,5.678298684933071,0.33501579882894966,0.27817243277756454,-0.1917455749003422,0.2755727989882694,-0.1905130387211598,0.0028770195118278993,0.002839596053611615,0.36182761940330394,0.3378553948825613,1222.17,2.7466999999999997,22,Z2,22-Z2,14,12,0.19832224070194077,0.28150588581818276,26,0.8,all,chi,0.19039274899969738,0.13331583378909442
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Building and Grounds Cleaning and Maintenance,0.15470183,-0.008862437,3.337842675063425,0.36037931689217445,6.2245859967078525,0.3375368429212298,0.35887122563848917,-0.03293471500406288,0.3369574783686834,-0.019768108170718134,0.025565051435676802,0.02284247397094452,0.4430059470055083,0.36037931689217434,736.76,2.5275,19,Z2,19-Z2,8,2,0.29484466168185725,0.4051256705532936,10,0.8,all,chi,0.27829414492026505,0.1670558356217537
37-3013.00,Tree Trimmers and Pruners,Building and Grounds Cleaning and Maintenance,0.15838055,-0.07527634,3.688132674251863,0.40850147033820566,5.839585156879645,0.3820275790829347,0.3692774181345456,-0.17466436306344746,0.34505203020575337,-0.16396392173541047,0.026483369591410292,0.02647389125527083,0.49725504546976007,0.40850147033820555,1296.6000000000001,1.5308000000000002,21,Z2,21-Z2,15,9,0.25593957450511967,0.3269201351320734,24,0.8,all,chi,0.1948653820785542,0.2031885685623604
39-1013.00,First-Line Supervisors of Gambling Services Workers,Personal Care and Service,0.02016639,-0.09868949,4.62199336791863,0.21746356493539135,4.9162420750170925,0.21894055919439862,0.04216466388035472,-0.21333668975182363,0.04432323233431126,-0.21440713499273906,0.0024094129542722316,-0.0014769942590073248,0.35418683102587395,0.2174635649353913,2067.63,2.978897889788979,26,Z1,26-Z1,22,6,0.2829201399076849,0.40601204360105564,28,0.8,all,chi,0.26028942007344924,0.1438991707627758
